label,product,szenariodate,memory_total (MB),memory_rss (MB),memory_cache(MB),memory_swap(MB),memory_pgpgin (pages),memory_pgpgout (pages),memory_quota (MB)
PdfBox-2a,PdfBox,2a, 1.517987154E12,947.07,944.41,2.65,0.00,957724,733671,1024.00
PdfBox-2a,PdfBox,2a, 1.517987176E12,947.20,944.53,2.68,0.00,966273,742185,1024.00
PdfBox-2a,PdfBox,2a, 1.517987198E12,946.70,944.05,2.65,0.00,971792,747832,1024.00
PdfBox-2a,PdfBox,2a, 1.51798722E12,947.37,944.72,2.65,0.00,980387,756256,1024.00
PdfBox-2a,PdfBox,2a, 1.517987242E12,947.02,944.37,2.65,0.00,987975,763934,1024.00
PdfBox-2a,PdfBox,2a, 1.517987264E12,947.07,944.42,2.65,0.00,995375,771320,1024.00
PdfBox-2a,PdfBox,2a, 1.517987286E12,947.07,944.42,2.65,0.00,1003439,779384,1024.00
PdfBox-2a,PdfBox,2a, 1.517987309E12,947.08,944.43,2.65,0.00,1011643,787586,1024.00
PdfBox-2a,PdfBox,2a, 1.51798733E12,947.09,944.43,2.65,0.00,1019515,795457,1024.00
PdfBox-2a,PdfBox,2a, 1.517987353E12,947.51,944.86,2.65,0.00,1027517,803350,1024.00
PdfBox-2a,PdfBox,2a, 1.517987374E12,947.51,944.86,2.65,0.00,1034846,810679,1024.00
PdfBox-2a,PdfBox,2a, 1.517987396E12,947.51,944.86,2.65,0.00,1042388,818221,1024.00
PdfBox-2a,PdfBox,2a, 1.517987418E12,947.51,944.86,2.65,0.00,1043159,818992,1024.00
PdfBox-2a,PdfBox,2a, 1.51798744E12,947.51,944.86,2.65,0.00,1043159,818992,1024.00
PdfBox-2a,PdfBox,2a, 1.517987462E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.517987485E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.517987506E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.517987528E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.51798755E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.517987572E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.517987595E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.517987616E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.517987638E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.51798766E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.517987682E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.517987705E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.517987727E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.517987748E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.51798777E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.517987792E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.517987814E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.517987837E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.517987858E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.51798788E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.517987902E12,946.71,944.05,2.65,0.00,1043159,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.517987924E12,946.71,944.06,2.65,0.00,1043160,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.517987946E12,946.71,944.06,2.65,0.00,1043160,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.517987968E12,946.71,944.06,2.65,0.00,1043160,819198,1024.00
PdfBox-2a,PdfBox,2a, 1.51798799E12,946.71,944.06,2.65,0.00,1043160,819198,1024.00
PdfBox-2b,PdfBox,2b, 1.517988013E12,941.72,939.07,2.65,0.00,1047117,824432,1024.00
PdfBox-2b,PdfBox,2b, 1.517988035E12,943.43,940.78,2.65,0.00,1056958,833835,1024.00
PdfBox-2b,PdfBox,2b, 1.517988057E12,946.53,943.88,2.65,0.00,1067543,843627,1024.00
PdfBox-2b,PdfBox,2b, 1.517988079E12,946.52,943.87,2.65,0.00,1077568,853654,1024.00
PdfBox-2b,PdfBox,2b, 1.517988101E12,947.02,944.36,2.65,0.00,1087276,863236,1024.00
PdfBox-2b,PdfBox,2b, 1.517988123E12,947.51,944.86,2.65,0.00,1097595,873428,1024.00
PdfBox-2b,PdfBox,2b, 1.517988144E12,947.06,944.38,2.68,0.00,1106993,882942,1024.00
PdfBox-2b,PdfBox,2b, 1.517988166E12,947.33,944.68,2.65,0.00,1117016,892896,1024.00
PdfBox-2b,PdfBox,2b, 1.517988189E12,947.07,944.42,2.65,0.00,1127441,903386,1024.00
PdfBox-2b,PdfBox,2b, 1.51798821E12,947.55,944.89,2.65,0.00,1137066,912890,1024.00
PdfBox-2b,PdfBox,2b, 1.517988234E12,947.40,944.68,2.72,0.00,1147450,923311,1024.00
PdfBox-2b,PdfBox,2b, 1.517988254E12,947.58,944.93,2.65,0.00,1156409,932225,1024.00
PdfBox-2b,PdfBox,2b, 1.517988276E12,946.75,944.10,2.65,0.00,1166188,942215,1024.00
PdfBox-2b,PdfBox,2b, 1.517988298E12,946.82,944.17,2.65,0.00,1176387,952396,1024.00
PdfBox-2b,PdfBox,2b, 1.517988321E12,947.52,944.87,2.65,0.00,1186075,961906,1024.00
PdfBox-2b,PdfBox,2b, 1.517988342E12,947.52,944.87,2.65,0.00,1193821,969652,1024.00
PdfBox-2b,PdfBox,2b, 1.517988364E12,947.52,944.87,2.65,0.00,1202167,977998,1024.00
PdfBox-2b,PdfBox,2b, 1.517988386E12,947.52,944.87,2.65,0.00,1211270,987100,1024.00
PdfBox-2b,PdfBox,2b, 1.517988408E12,946.83,944.18,2.65,0.00,1219946,995954,1024.00
PdfBox-2b,PdfBox,2b, 1.51798843E12,947.50,944.85,2.65,0.00,1228722,1004558,1024.00
PdfBox-2b,PdfBox,2b, 1.517988452E12,946.83,944.18,2.65,0.00,1237875,1013883,1024.00
PdfBox-2b,PdfBox,2b, 1.517988474E12,947.47,944.82,2.65,0.00,1247327,1023171,1024.00
PdfBox-2b,PdfBox,2b, 1.517988497E12,947.47,944.82,2.65,0.00,1256586,1032429,1024.00
PdfBox-2b,PdfBox,2b, 1.517988519E12,947.57,944.91,2.65,0.00,1265868,1041687,1024.00
PdfBox-2b,PdfBox,2b, 1.517988541E12,947.33,944.68,2.65,0.00,1275984,1051864,1024.00
PdfBox-2b,PdfBox,2b, 1.517988562E12,947.50,944.85,2.65,0.00,1284819,1060654,1024.00
PdfBox-2b,PdfBox,2b, 1.517988584E12,947.32,944.66,2.65,0.00,1294243,1070126,1024.00
PdfBox-2b,PdfBox,2b, 1.517988606E12,947.33,944.68,2.65,0.00,1299959,1075838,1024.00
PdfBox-2b,PdfBox,2b, 1.517988628E12,947.33,944.68,2.65,0.00,1299959,1075838,1024.00
PdfBox-2b,PdfBox,2b, 1.51798865E12,947.33,944.68,2.65,0.00,1299959,1075838,1024.00
PdfBox-2b,PdfBox,2b, 1.517988672E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.517988694E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.517988717E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.517988738E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.51798876E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.517988782E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.517988804E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.517988826E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.517988847E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.51798887E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.517988892E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.517988914E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.517988936E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.517988958E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.51798898E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.517989002E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.517989024E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.517989046E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.517989068E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.51798909E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.517989112E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.517989134E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.517989156E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2b,PdfBox,2b, 1.517989178E12,946.55,943.89,2.65,0.00,1299959,1076039,1024.00
PdfBox-2c,PdfBox,2c, 1.5179892E12,947.02,944.37,2.65,0.00,1300191,1076150,1024.00
PdfBox-2c,PdfBox,2c, 1.517989222E12,946.63,943.98,2.65,0.00,1307135,1083193,1024.00
PdfBox-2c,PdfBox,2c, 1.517989244E12,946.90,944.25,2.65,0.00,1314278,1090267,1024.00
PdfBox-2c,PdfBox,2c, 1.517989266E12,946.91,944.26,2.65,0.00,1321970,1097956,1024.00
PdfBox-2c,PdfBox,2c, 1.517989289E12,947.41,944.76,2.65,0.00,1328257,1104115,1024.00
PdfBox-2c,PdfBox,2c, 1.517989311E12,947.88,945.22,2.65,0.00,1334117,1109857,1024.00
PdfBox-2c,PdfBox,2c, 1.517989332E12,947.94,945.29,2.65,0.00,1340869,1116592,1024.00
PdfBox-2c,PdfBox,2c, 1.517989354E12,947.95,945.30,2.65,0.00,1346464,1122184,1024.00
PdfBox-2c,PdfBox,2c, 1.517989376E12,947.53,944.88,2.65,0.00,1352256,1128084,1024.00
PdfBox-2c,PdfBox,2c, 1.517989398E12,947.97,945.32,2.65,0.00,1360146,1135861,1024.00
PdfBox-2c,PdfBox,2c, 1.517989421E12,947.59,944.90,2.69,0.00,1368855,1144669,1024.00
PdfBox-2c,PdfBox,2c, 1.517989442E12,948.68,946.01,2.66,0.00,1378029,1153564,1024.00
PdfBox-2c,PdfBox,2c, 1.517989465E12,948.07,945.40,2.66,0.00,1387781,1163472,1024.00
PdfBox-2c,PdfBox,2c, 1.517989486E12,948.09,945.43,2.65,0.00,1397321,1173007,1024.00
PdfBox-2c,PdfBox,2c, 1.517989507E12,948.06,945.41,2.65,0.00,1406198,1181890,1024.00
PdfBox-2c,PdfBox,2c, 1.51798953E12,948.57,945.91,2.65,0.00,1413188,1188751,1024.00
PdfBox-2c,PdfBox,2c, 1.517989553E12,948.98,946.33,2.65,0.00,1418181,1193638,1024.00
PdfBox-2c,PdfBox,2c, 1.517989574E12,948.96,946.30,2.66,0.00,1422938,1198401,1024.00
PdfBox-2c,PdfBox,2c, 1.517989598E12,948.89,946.24,2.65,0.00,1430612,1206092,1024.00
PdfBox-2c,PdfBox,2c, 1.51798962E12,948.54,945.89,2.65,0.00,1437885,1213455,1024.00
PdfBox-2c,PdfBox,2c, 1.517989643E12,948.98,946.32,2.66,0.00,1446302,1221758,1024.00
PdfBox-2c,PdfBox,2c, 1.517989666E12,948.27,945.61,2.65,0.00,1455600,1231240,1024.00
PdfBox-2c,PdfBox,2c, 1.517989684E12,948.14,945.49,2.65,0.00,1463061,1238732,1024.00
PdfBox-2c,PdfBox,2c, 1.517989706E12,949.02,946.37,2.65,0.00,1473215,1248661,1024.00
PdfBox-2c,PdfBox,2c, 1.517989728E12,949.03,946.38,2.65,0.00,1483872,1259317,1024.00
PdfBox-2c,PdfBox,2c, 1.51798975E12,948.41,945.76,2.65,0.00,1494745,1270347,1024.00
PdfBox-2c,PdfBox,2c, 1.517989772E12,948.70,946.05,2.65,0.00,1505737,1281265,1024.00
PdfBox-2c,PdfBox,2c, 1.517989794E12,948.87,946.21,2.65,0.00,1516990,1292476,1024.00
PdfBox-2c,PdfBox,2c, 1.517989816E12,948.31,945.66,2.65,0.00,1518496,1294124,1024.00
PdfBox-2c,PdfBox,2c, 1.517989838E12,948.30,945.64,2.65,0.00,1528174,1303806,1024.00
PdfBox-2c,PdfBox,2c, 1.51798986E12,946.28,943.62,2.65,0.00,1528178,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517989882E12,946.28,943.62,2.65,0.00,1528178,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517989904E12,946.28,943.62,2.65,0.00,1528178,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517989926E12,946.28,943.62,2.65,0.00,1528178,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517989948E12,946.28,943.62,2.65,0.00,1528178,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.51798997E12,946.28,943.62,2.65,0.00,1528178,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517989992E12,946.28,943.62,2.65,0.00,1528178,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517990014E12,946.28,943.62,2.65,0.00,1528178,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517990036E12,946.28,943.62,2.65,0.00,1528178,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517990058E12,946.28,943.62,2.65,0.00,1528178,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517990079E12,946.28,943.62,2.65,0.00,1528178,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517990102E12,946.28,943.62,2.65,0.00,1528178,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517990125E12,946.28,943.62,2.65,0.00,1528178,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517990146E12,946.29,943.63,2.65,0.00,1528180,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517990168E12,946.29,943.63,2.65,0.00,1528180,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517990191E12,946.29,943.63,2.65,0.00,1528180,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517990212E12,946.29,943.63,2.65,0.00,1528180,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517990235E12,946.29,943.63,2.65,0.00,1528180,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517990256E12,946.29,943.63,2.65,0.00,1528180,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517990278E12,946.29,943.63,2.65,0.00,1528180,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517990299E12,946.29,943.64,2.65,0.00,1528181,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517990321E12,946.30,943.65,2.65,0.00,1528184,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517990343E12,946.30,943.65,2.65,0.00,1528184,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517990366E12,946.30,943.65,2.65,0.00,1528184,1304327,1024.00
PdfBox-2c,PdfBox,2c, 1.517990387E12,946.30,943.65,2.65,0.00,1528184,1304327,1024.00
PdfBox-3a,PdfBox,3a, 1.51799041E12,945.53,941.89,3.64,0.00,1536743,1313084,1024.00
PdfBox-3a,PdfBox,3a, 1.517990432E12,953.05,949.41,3.63,0.00,1552506,1328455,1024.00
PdfBox-3a,PdfBox,3a, 1.517990454E12,952.96,949.32,3.63,0.00,1567387,1343359,1024.00
PdfBox-3a,PdfBox,3a, 1.517990476E12,953.00,949.36,3.64,0.00,1582317,1358277,1024.00
PdfBox-3a,PdfBox,3a, 1.517990498E12,954.15,950.52,3.63,0.00,1597844,1373510,1024.00
PdfBox-3a,PdfBox,3a, 1.51799052E12,953.68,950.05,3.63,0.00,1612625,1388411,1024.00
PdfBox-3a,PdfBox,3a, 1.517990542E12,953.18,949.55,3.63,0.00,1627911,1403825,1024.00
PdfBox-3a,PdfBox,3a, 1.517990564E12,955.19,951.55,3.63,0.00,1643012,1418924,1024.00
PdfBox-3a,PdfBox,3a, 1.517990586E12,954.68,951.05,3.63,0.00,1657317,1433358,1024.00
PdfBox-3a,PdfBox,3a, 1.517990608E12,955.35,951.72,3.63,0.00,1674323,1450193,1024.00
PdfBox-3a,PdfBox,3a, 1.51799063E12,955.81,952.18,3.63,0.00,1689580,1465333,1024.00
PdfBox-3a,PdfBox,3a, 1.517990652E12,955.91,952.28,3.63,0.00,1704421,1480148,1024.00
PdfBox-3a,PdfBox,3a, 1.517990674E12,955.41,951.78,3.63,0.00,1719627,1495482,1024.00
PdfBox-3a,PdfBox,3a, 1.517990696E12,955.41,951.78,3.63,0.00,1733786,1509641,1024.00
PdfBox-3a,PdfBox,3a, 1.517990719E12,957.35,953.71,3.64,0.00,1750236,1525594,1024.00
PdfBox-3a,PdfBox,3a, 1.51799074E12,958.43,954.80,3.63,0.00,1763587,1538668,1024.00
PdfBox-3a,PdfBox,3a, 1.517990762E12,957.77,953.83,3.94,0.00,1776842,1552093,1024.00
PdfBox-3a,PdfBox,3a, 1.517990784E12,957.96,954.33,3.63,0.00,1790779,1567002,1024.00
PdfBox-3a,PdfBox,3a, 1.517990806E12,958.58,954.95,3.63,0.00,1806497,1582562,1024.00
PdfBox-3a,PdfBox,3a, 1.517990828E12,958.11,954.48,3.63,0.00,1819879,1596065,1024.00
PdfBox-3a,PdfBox,3a, 1.51799085E12,959.18,955.55,3.63,0.00,1834781,1610693,1024.00
PdfBox-3a,PdfBox,3a, 1.517990872E12,958.68,955.04,3.63,0.00,1847996,1624037,1024.00
PdfBox-3a,PdfBox,3a, 1.517990895E12,957.26,953.63,3.63,0.00,1862094,1638497,1024.00
PdfBox-3a,PdfBox,3a, 1.517990916E12,959.10,955.17,3.93,0.00,1876975,1652907,1024.00
PdfBox-3a,PdfBox,3a, 1.517990938E12,958.96,955.33,3.63,0.00,1891519,1667998,1024.00
PdfBox-3a,PdfBox,3a, 1.517990959E12,959.47,955.84,3.63,0.00,1899068,1675928,1024.00
PdfBox-3a,PdfBox,3a, 1.517990982E12,959.47,955.84,3.63,0.00,1904936,1681796,1024.00
PdfBox-3a,PdfBox,3a, 1.517991004E12,959.47,955.84,3.63,0.00,1916570,1693430,1024.00
PdfBox-3a,PdfBox,3a, 1.517991025E12,959.47,955.84,3.63,0.00,1916570,1693430,1024.00
PdfBox-3a,PdfBox,3a, 1.517991047E12,959.47,955.84,3.63,0.00,1916570,1693430,1024.00
PdfBox-3a,PdfBox,3a, 1.51799107E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.517991091E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.517991114E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.517991135E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.517991157E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.51799118E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.517991202E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.517991224E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.517991247E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.517991268E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.51799129E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.517991311E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.517991334E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.517991357E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.517991378E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.5179914E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.517991423E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.517991444E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.517991467E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.517991488E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.51799151E12,959.15,955.52,3.63,0.00,1916570,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.517991535E12,959.16,955.52,3.63,0.00,1916571,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.517991557E12,959.16,955.52,3.63,0.00,1916571,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.51799158E12,959.16,955.52,3.63,0.00,1916571,1693511,1024.00
PdfBox-3a,PdfBox,3a, 1.517991599E12,959.16,955.53,3.63,0.00,1916612,1693551,1024.00
PdfBox-3b,PdfBox,3b, 1.51799162E12,963.96,960.32,3.63,0.00,1932434,1708656,1024.00
PdfBox-3b,PdfBox,3b, 1.517991642E12,954.82,951.19,3.63,0.00,1949109,1727670,1024.00
PdfBox-3b,PdfBox,3b, 1.517991665E12,956.19,952.56,3.63,0.00,1964979,1743189,1024.00
PdfBox-3b,PdfBox,3b, 1.517991686E12,955.96,952.32,3.63,0.00,1978442,1756712,1024.00
PdfBox-3b,PdfBox,3b, 1.517991709E12,957.89,954.25,3.64,0.00,1994627,1772403,1024.00
PdfBox-3b,PdfBox,3b, 1.51799173E12,953.45,949.82,3.63,0.00,2011330,1790241,1024.00
PdfBox-3b,PdfBox,3b, 1.517991754E12,956.69,953.04,3.65,0.00,2029048,1807131,1024.00
PdfBox-3b,PdfBox,3b, 1.517991777E12,956.27,952.63,3.63,0.00,2043045,1821236,1024.00
PdfBox-3b,PdfBox,3b, 1.517991798E12,955.66,952.03,3.63,0.00,2057880,1836226,1024.00
PdfBox-3b,PdfBox,3b, 1.517991819E12,958.13,954.50,3.63,0.00,2072301,1850014,1024.00
PdfBox-3b,PdfBox,3b, 1.517991843E12,959.00,955.37,3.63,0.00,2088230,1865720,1024.00
PdfBox-3b,PdfBox,3b, 1.517991864E12,961.30,957.65,3.65,0.00,2102567,1879468,1024.00
PdfBox-3b,PdfBox,3b, 1.517991886E12,961.93,958.29,3.64,0.00,2117207,1893947,1024.00
PdfBox-3b,PdfBox,3b, 1.517991908E12,960.82,957.19,3.63,0.00,2131634,1908658,1024.00
PdfBox-3b,PdfBox,3b, 1.51799193E12,960.29,956.66,3.63,0.00,2147461,1924621,1024.00
PdfBox-3b,PdfBox,3b, 1.51799195E12,956.40,952.77,3.63,0.00,2161791,1939948,1024.00
PdfBox-3b,PdfBox,3b, 1.517991972E12,957.81,954.18,3.63,0.00,2176045,1954352,1024.00
PdfBox-3b,PdfBox,3b, 1.517991994E12,957.41,953.77,3.63,0.00,2190393,1968803,1024.00
PdfBox-3b,PdfBox,3b, 1.517992016E12,956.91,953.27,3.63,0.00,2205992,1984530,1024.00
PdfBox-3b,PdfBox,3b, 1.517992037E12,960.45,956.81,3.63,0.00,2218703,1996846,1024.00
PdfBox-3b,PdfBox,3b, 1.51799206E12,961.94,958.29,3.64,0.00,2233837,2013642,1024.00
PdfBox-3b,PdfBox,3b, 1.517992081E12,960.93,957.29,3.63,0.00,2248179,2028243,1024.00
PdfBox-3b,PdfBox,3b, 1.517992104E12,960.11,956.48,3.63,0.00,2263573,2044356,1024.00
PdfBox-3b,PdfBox,3b, 1.517992126E12,961.75,958.12,3.63,0.00,2278317,2059192,1024.00
PdfBox-3b,PdfBox,3b, 1.517992148E12,961.79,958.15,3.63,0.00,2294349,2075215,1024.00
PdfBox-3b,PdfBox,3b, 1.51799217E12,961.88,958.24,3.63,0.00,2309040,2089883,1024.00
PdfBox-3b,PdfBox,3b, 1.517992191E12,962.15,958.52,3.63,0.00,2322003,2102775,1024.00
PdfBox-3b,PdfBox,3b, 1.517992213E12,961.98,958.35,3.63,0.00,2328292,2109108,1024.00
PdfBox-3b,PdfBox,3b, 1.517992235E12,961.98,958.35,3.63,0.00,2328292,2109108,1024.00
PdfBox-3b,PdfBox,3b, 1.517992257E12,961.68,958.05,3.63,0.00,2328292,2109184,1024.00
PdfBox-3b,PdfBox,3b, 1.51799228E12,961.68,958.05,3.63,0.00,2328292,2109184,1024.00
PdfBox-3b,PdfBox,3b, 1.517992302E12,961.68,958.05,3.63,0.00,2328292,2109184,1024.00
PdfBox-3b,PdfBox,3b, 1.517992323E12,961.68,958.05,3.63,0.00,2328292,2109184,1024.00
PdfBox-3b,PdfBox,3b, 1.517992345E12,961.68,958.05,3.63,0.00,2328292,2109184,1024.00
PdfBox-3b,PdfBox,3b, 1.517992367E12,961.68,958.05,3.63,0.00,2328292,2109184,1024.00
PdfBox-3b,PdfBox,3b, 1.517992389E12,961.68,958.05,3.63,0.00,2328292,2109184,1024.00
PdfBox-3b,PdfBox,3b, 1.517992411E12,961.68,958.05,3.63,0.00,2328292,2109184,1024.00
PdfBox-3b,PdfBox,3b, 1.517992433E12,961.68,958.05,3.63,0.00,2328292,2109184,1024.00
PdfBox-3b,PdfBox,3b, 1.517992455E12,961.68,958.05,3.63,0.00,2328292,2109184,1024.00
PdfBox-3b,PdfBox,3b, 1.517992478E12,961.68,958.05,3.63,0.00,2328292,2109184,1024.00
PdfBox-3b,PdfBox,3b, 1.517992499E12,961.68,958.05,3.63,0.00,2328292,2109184,1024.00
PdfBox-3b,PdfBox,3b, 1.517992521E12,961.68,958.05,3.63,0.00,2328292,2109184,1024.00
PdfBox-3b,PdfBox,3b, 1.517992544E12,961.68,958.05,3.63,0.00,2328292,2109184,1024.00
PdfBox-3b,PdfBox,3b, 1.517992565E12,961.68,958.05,3.63,0.00,2328292,2109184,1024.00
PdfBox-3b,PdfBox,3b, 1.517992587E12,961.68,958.05,3.63,0.00,2328292,2109184,1024.00
PdfBox-3b,PdfBox,3b, 1.517992609E12,961.68,958.05,3.63,0.00,2328292,2109184,1024.00
